file,accuracy,method,cost,output_path
46,100.0,astar_center,1937.3540571657466,../data/solutions/puzzle8x8\46.png
47,100.0,astar_center,1440.8339416897218,../data/solutions/puzzle8x8\47.png
48,100.0,astar_center,2780.7676906500296,../data/solutions/puzzle8x8\48.png
49,0.0,astar_center,2238.777551184039,../data/solutions/puzzle8x8\49.png
5,59.375,astar_center,3078.347778296758,../data/solutions/puzzle8x8\5.png
50,3.125,astar_center,3241.3667816996494,../data/solutions/puzzle8x8\50.png
51,100.0,astar_center,2262.7684989287795,../data/solutions/puzzle8x8\51.png
52,96.875,astar_center,1798.0914716485327,../data/solutions/puzzle8x8\52.png
53,1.5625,astar_center,1465.294845113506,../data/solutions/puzzle8x8\53.png
54,95.3125,astar_center,741.3865512390272,../data/solutions/puzzle8x8\54.png
55,67.1875,astar_center,2227.3919824471363,../data/solutions/puzzle8x8\55.png
56,84.375,astar_buddy,1824.0452969051512,../data/solutions/puzzle8x8\56.png
57,82.8125,astar_center,2239.3211472861503,../data/solutions/puzzle8x8\57.png
58,100.0,astar_center,2392.292194756569,../data/solutions/puzzle8x8\58.png
59,93.75,astar_center,2099.0404746165773,../data/solutions/puzzle8x8\59.png
6,100.0,astar_center,2005.15194100782,../data/solutions/puzzle8x8\6.png
60,93.75,astar_center,2609.865162467331,../data/solutions/puzzle8x8\60.png
61,100.0,astar_center,2546.4674635048164,../data/solutions/puzzle8x8\61.png
62,0.0,astar_center,2075.3317813882095,../data/solutions/puzzle8x8\62.png
63,100.0,astar_center,2147.6270966519724,../data/solutions/puzzle8x8\63.png
64,93.75,astar_center,2061.262506695907,../data/solutions/puzzle8x8\64.png
65,96.875,astar_center,1843.7783436307075,../data/solutions/puzzle8x8\65.png
66,73.4375,astar_center,1907.0702921843194,../data/solutions/puzzle8x8\66.png
67,82.8125,astar_center,2198.221715743172,../data/solutions/puzzle8x8\67.png
68,100.0,astar_center,2076.6624324182726,../data/solutions/puzzle8x8\68.png
69,0.0,astar_center,3886.4009915765228,../data/solutions/puzzle8x8\69.png
7,43.75,astar_center,2935.0962280939607,../data/solutions/puzzle8x8\7.png
70,95.3125,astar_buddy,2252.8962460018097,../data/solutions/puzzle8x8\70.png
71,100.0,astar_center,2010.3803495904433,../data/solutions/puzzle8x8\71.png
72,96.875,astar_center,2421.1862897431893,../data/solutions/puzzle8x8\72.png
73,100.0,astar_center,2043.3207107953342,../data/solutions/puzzle8x8\73.png
74,71.875,astar_center,2212.797013489312,../data/solutions/puzzle8x8\74.png
75,90.625,astar_center,671.5693317077083,../data/solutions/puzzle8x8\75.png
76,65.625,astar_buddy,3012.3358693329574,../data/solutions/puzzle8x8\76.png
77,1.5625,astar_center,2604.0088179012696,../data/solutions/puzzle8x8\77.png
78,92.1875,astar_center,1586.2107566990396,../data/solutions/puzzle8x8\78.png
79,0.0,astar_center,2503.902474757131,../data/solutions/puzzle8x8\79.png
8,93.75,astar_center,2305.8432727134764,../data/solutions/puzzle8x8\8.png
80,100.0,astar_center,2679.197715902521,../data/solutions/puzzle8x8\80.png
81,82.8125,astar_center,2593.42597048694,../data/solutions/puzzle8x8\81.png
82,100.0,astar_center,1169.6125520708247,../data/solutions/puzzle8x8\82.png
83,100.0,astar_center,2543.2426106773096,../data/solutions/puzzle8x8\83.png
84,84.375,astar_buddy,2857.18225914021,../data/solutions/puzzle8x8\84.png
85,92.1875,astar_buddy,1831.6094524093842,../data/solutions/puzzle8x8\85.png
86,78.125,astar_center,2042.1722351017565,../data/solutions/puzzle8x8\86.png
87,90.625,astar_center,2428.7181595639277,../data/solutions/puzzle8x8\87.png
88,95.3125,astar_center,1972.568295846755,../data/solutions/puzzle8x8\88.png
89,79.6875,astar_center,1252.555130390416,../data/solutions/puzzle8x8\89.png
9,100.0,astar_center,2251.8286282287963,../data/solutions/puzzle8x8\9.png
90,100.0,astar_center,2197.546282953672,../data/solutions/puzzle8x8\90.png
91,82.8125,astar_center,2499.086962112733,../data/solutions/puzzle8x8\91.png
92,87.5,astar_center,1184.9268828223553,../data/solutions/puzzle8x8\92.png
93,90.625,astar_center,1670.5955255197437,../data/solutions/puzzle8x8\93.png
94,100.0,astar_center,3524.7655688729446,../data/solutions/puzzle8x8\94.png
95,92.1875,astar_center,1749.7837723333341,../data/solutions/puzzle8x8\95.png
96,100.0,astar_center,2451.1625700466484,../data/solutions/puzzle8x8\96.png
97,0.0,astar_center,2670.9091673676594,../data/solutions/puzzle8x8\97.png
98,100.0,astar_center,1758.7707950446525,../data/solutions/puzzle8x8\98.png
99,100.0,astar_center,1759.1425812350346,../data/solutions/puzzle8x8\99.png
